P1xpos,P1ypos,P1zpos,P1Heading,Targetxpos,Targetypos,Targetzpos,O1xpos,O1ypos,O1zpos,O2xpos,O2ypos,O2zpos,O3xpos,O3ypos,O3zpos,O4xpos,O4ypos,O4zpos,O5xpos,O5ypos,O5zpos,O6xpos,O6ypos,O6zpos,O7xpos,O7ypos,O7zpos,O8xpos,O8ypos,O8zpos,Space,LeftArrow,RightArrow,targethit,trialtime
-16,1.1,-5,-1.192093E-07,16,1,-12,8.7779,1,-12.66,-6.16,1,12.42,0.2678,1,6.454,-2.3277,1,-6.07,3.8723,1,14.854,5.22,1,0.1,-5.29,1,1.507,5,1,-10,True,False,False,None,33.42
-16,1.1,-5,-1.192093E-07,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.44
-16,1.1,-5,0.02468813,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.46
-16,1.1,-5,0.04655081,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.48
-16,1.1,-5,0.04655081,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.5
-16,1.1,-5,0.06601108,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.52
-16,1.1,-5,0.06601108,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.54
-16,1.1,-5,0.08348934,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.56
-16,1.1,-5,0.09780639,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.58
-16,1.1,-5,0.09780639,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,False,None,33.6
-16,1.1,-5,0.1096816,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.62
-16,1.1,-5,0.1096816,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.64
-16,1.1,-5,0.1096816,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.66
-16,1.1,-5,0.1071669,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.68
-16,1.1,-5,0.1020156,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.7
-16,1.1,-5,0.1020156,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.72
-16,1.1,-5,0.0944206,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.74
-16,1.1,-5,0.08436222,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.76
-16,1.1,-5,0.08436222,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.78
-16,1.1,-5,0.07127961,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.8
-16,1.1,-5,0.07127961,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.82
-16,1.1,-5,0.05613575,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.84
-16,1.1,-5,0.03843598,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.86
-16,1.1,-5,0.03843598,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.88
-16,1.1,-5,0.01755775,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.9
-16,1.1,-5,-0.00480308,16,1,-12,8.777901,1,-12.66,-6.16,1,12.42,0.2677994,1,6.454,-2.3277,1,-6.07,3.872299,1,14.854,5.219999,1,0.1,-5.290001,1,1.507,5,1,-10,True,False,True,None,33.92
